id,name,description,designer_page_description,featured,featured_description,designer_page_image,website,designer_url,shipping_handling,return_policy,read_more,logo,active,activate_date,deactivate_date,slug,shipping_method
96,Carolina K,"<p>Carolina K was created by Argentinian musician and fashion designer Carolina Kleinman. With a background in design, music, yoga, dance and photography, Carolina continuously allows these eclectic interests to resonate throughout her collections.</p>

<p>Inspired by world travels across Latin America, India and many other destinations, Carolina finds her most influential creativity from indigenous cultures, markets, people and history. Pairing vintage clothes with hand crafted knits or pleating reflects her versatility and unique approach to fashion. Known for bright colors and intricate detailing, Carolina K truly represents a combination of ancient cultures updated with sophisticated style.</p>

<p>Proudly working with underdeveloped communities in Latin America, Carolina stays true to her original mission of supporting factories and artisans who work within the guidelines of Fair Trade regulations. Carolina’s continuous work with the local people of such communities, allows her to translate an ancient culture into modern works of art.</p>

<p>Over the years, Carolina has worked closely with many communities in Latin America. During that time, Carolina K has developed unique relationships with these artisans, based on a long history of mutual respect and fair dealings. That's why they take our commitment to fair trade with the artisans with whom they work season after season. We are glad that the artisans who make our production work in satisfactory conditions and are treated with dignity and respect.</p>

<p>Carolina's commitment to the many artisans goes well beyond paying fair wages. They are also committed to supporting many local causes in Peru and Mexico. Carolina K helps support an orphanage in Peru and helps raise funds for them too.</p>
<p>Carolina K feels very fortunate to do business with the many talented artisans and communities they work with throughout Latin America, and are also very pleased by the improvements they have helped to create for them. They hope that you will value their wonderful and unique work as much as they do.</p>","Inspired by the music, dance and culture of Latin America",False,,modacore/designers/images/DesignerGate-CarolinaK.jpg,http://www.carolinak.com/social_responsibility.php,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>","<p><b>FREE Shipping and FREE Returns:</b></p>
<p>We offer fast and free shipping anywhere in the US!</p> 

<p><b>Returns:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>International Shipping:</b></p>
<p>Are you outside the US? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",,,True,None,None,carolina-k,1
97,Inkkas," <img src=""https://fe06db207914e74f0d44-a2cbcea20461b2bfe646518c99c07d01.ssl.cf2.rackcdn.com/modacollection/images/021614-fd-inkkas-page_01.jpg"">

<center>
<iframe src=""//player.vimeo.com/video/73251967"" width=""1000"" height=""481"" frameborder=""0"" webkitallowfullscreen mozallowfullscreen allowfullscreen></iframe> 

</center>
<img src=""https://fe06db207914e74f0d44-a2cbcea20461b2bfe646518c99c07d01.ssl.cf2.rackcdn.com/modacollection/images/021614-fd-inkkas-page_02.jpg"">
",Shoes for a better world,False,,,http://www.inkkas.com/pages/our-story,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>","<p><b>FREE Shipping and FREE Returns:</b></p>
<p>We offer fast and free shipping anywhere in the US!</p> 

<p><b>Returns:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>International Shipping:</b></p>
<p>Are you outside the US? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",,,True,None,None,inkkas,1
98,LAB by Laura Busony,"<p>LAB by Laura Busony is an art based jewelry brand with a basis in philosophy, psychology, nature, and the modern world. We believe that jewelry is innately  personal. It feels the warmth of your skin. It is close to your heart. It is more than just adornment as it lives your life with you. Because they believe that jewelry is so much more than just an accessory, they invest their energies into putting thoughtful and sustainable pieces into the world. </p>

<p>LAB by Laura Busony choose to work with metal because it is a lasting element that can be molded, melted, sawed, and hammered, but will never cease to exist. Each piece that LAB by Laura Busony creates is entirely carved by hand in Brooklyn, New York. The metal is subsequently poured by hand, finished by hand, and assembled by their team of artists in their cozy Greenpoint studio space. All of the additional items that they use for their production processes are sourced locally from their community of other small businesses. </p>

<p>As a company, LAB by Laura Busony believe deeply in their community and collaborating with those around them, so you’ll never catch them outsourcing work to catch a break or using unethical means of production to get ahead. They're all about positive vibes in their studio and believe that what they put into each piece carries through to the customer. They exist for fellow artists, for those with their own sense of style, and for those who appreciate individuality and quality in every aspect of their lives. LAB by Laura Busony exists for those who are looking for more than jewelry. </p>",Intimate jewelry and feminine pieces rooted in experimentation,False,"A jewelry-based art brand, LAB by Laura Busony is unparalleled in its focus on a connection to one’s spirituality in the pieces it creates. Dedicated to creating “intentional and intriguing art pieces,” LAB by Laura draws on a “mystical connection between talisman and wearer” that taps into “history, ritual, metaphysics and the subconscious mind.”
Led by a key tenant that “each piece released infuses the wearer with a sense of empowerment, pleasure, community and enhancing one’s personal ritual” LAB by Laura exists for “those who seek quality and style in every aspect of their lives and who trust their own deities and motivations.” For designer Laura Busony, honoring the history, rituals and metaphysics of her pieces requires an appreciation of artisan craft. A self-taught metalsmith, Laura uses traditional techniques with a modern creativity. To be able to infuse such meaning in her pieces requires dedication, precision and personal detail, which is why Laura makes all of her pieces by hand in her Brooklyn studio using recycled materials whenever possible. Each piece is designed with intimate devotion using a mix of traditional lost wax and metalworking techniques complimented with her new and unorthodox methods of construction. Made for confident, conscious and adventurous woman, LAB by Laura Combines inspiration from philosophy, psychology, nature and the modern world. All LAB pieces are hand made with good vibes by Laura and her amazing, team of artists of who have joined her on her journey. Modavanti is excited to work with such a unique brand and visionary designer to present its modern wearable design.",modacore/designers/images/DesignerGateway-LabByLaura.jpg,http://www.laurabusony.com/about.php,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>","<p><b>FREE Shipping and FREE Returns in the USA:</b></p>
<p>We offer fast and free shipping anywhere in the US!</p> 

<p><b>Canadian Shipping:</b></p>
<p>Shipping to Canada is free for orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Returns:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",,modacore/designers/images/DesignerGate-LabbyLauraBusony.jpg,True,None,None,lab-by-laura-busony,1
99,Anne Touraine Paris,"<p>Anne Touraine Paris is a renowned international brand specializing in high-end silk scarves. Founder Anne Touraine's goal was to offer fashion accessory lovers unique scarves which make a true statement. For Anne, wearing a luxury scarf does not mean a ""showing off"" attitude, but rather elegance and discrete sophistication. Distinctive and creative designs combined with the highest quality are the secret of Anne Touraine Paris's international success.</p>

<p>Whether timeless or trendy, all Anne Touraine Paris scarves convey through their exclusive designs the inimitable flair all women desire. No wonder they are now treasured and collected by scarf connoisseurs.</p>",Luxury handmade twill silk scarves made in France,False,,modacore/designers/images/DesignerGate-AnneTouraine_1.png,http://annetouraine.com/,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>","<p><b>FREE Shipping and FREE Returns in the USA:</b></p>
<p>We offer fast and free shipping anywhere in the US!</p> 

<p><b>Canadian Shipping:</b></p>
<p>Shipping to Canada is free for orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Returns:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",,,True,None,None,anne-touraine-paris,1
100,Popinjay,"<p>Popinjay products are individually handmade in Pakistan, with the love and care of a master of her work. They represent a revival of ancient craft techniques, bringing you a little bit of history and old-world class. Popinjay spends months finding some of the world’s most skilled artisans, embroiderers, pattern-makers and seamstresses to bring you the finest workmanship—and it shows in every product they make. When you buy a Popinjay product, trust that it will be handmade, high-quality, and yours alone.</p>

<p>In a world addicted to fast fashion, we demand a cheap knockoff of the Paris runway's It-Bag to flaunt for a couple months until our greed is rekindled when the celebrity du jour is photographed walking her dog with a new tote. Something feels wrong. Enter Popinjay. They take pride in prioritizing quality their quantity, obsess over locally sourcing the world's finest raw materials, and pay meticulous attention to every detail in every product they make, bringing you exquisite, timeless pieces that are an antithesis to the modern pandemic of producing and consuming faster.</p>

<p>Popinjay invites you to think about who makes the products you buy, and how their lives are impacted by it. At Popinjay, they offer their artisan women practical training, fantastic wages, dignity and a path to self-sufficiency. By connecting them to global markets, they bring them a fair value for their work. </p>

<p>For every Popinjay product you buy, a beautiful change is happening for the hands that created it.</p>",More than just good fashion. Handmade purses made in Pakistan,False,,modacore/designers/images/DesignerGate-popinjay.jpg,http://www.popinjay.co/about/index.php,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>","<p><b>FREE Shipping and FREE Returns in the USA:</b></p>
<p>We offer fast and free shipping anywhere in the US!</p> 

<p><b>Canadian Shipping:</b></p>
<p>Shipping to Canada is free for orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Returns:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",,,True,None,None,popinjay,1
101,Aviu Re-New,"<p>Italian design and quality at its best – AVIU uses the finest of Italian cashmere in its contemporary collection of knitwear. Refined and original, not only in its design but also in its innovation. AVIU began its first collection of AVIU RE-NEW for its 2013/2014 collection. Garments are realized by using the recycled fibers of the highest quality cashmere exclusively selected from the various processes of knitting their AVIU line. Beauty, quality, comfort, sustainability and style – now that’s luxury!</p>
",Real Italian craftsmanship,False,,modacore/designers/images/DesignerGate-Aviu.jpg,http://modavanti.com/,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",Not what you expected? That’s okay! Exchanges and returns accepted within <strong>30 days</strong> of shipping. Click here to read the fine print of our return policy.,,,True,None,None,aviu-re-new,1
102,Cecilia Prado,"<p>Knitwear designer Cecilia Prado has been called ""A designer with an artisan soul."" Her designs are uniquely Brazilian - often exhibiting a riot or color, pattern and texture that makes one think of Carnivale in Rio! With remarkable knitting and hand embellishment all accomplished exclusively in her homeland, Cecilia Prado's designs are at once hand knit works of art and statements of bohemian luxury. With her exceptional eye for color and pattern and her commitment to the highest quality and unique attention to detail, Cecilia Prado deserves the moniker of designer as artist.</p>
",Brazilian designer with the soul of an artist,False,,modacore/designers/images/DesignerGate-CeceliaPrado.jpg,http://modavanti.com/,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",Not what you expected? That’s okay! Exchanges and returns accepted within <strong>30 days</strong> of shipping. Click here to read the fine print of our return policy.,,,True,None,None,cecilia-prado,1
103,Made By,"<p>The brand Made By is committed to fair trade manufacturing and the use of artisans from around the world to provide the luxurious finishing details to their designs. Through the purposeful use of local crafts and techniques, Made By garments all have the wonderful sense of having been lovingly touched by human hands.</p>


",Fair trade designs lovingly crafted by artisanal hands,False,,modacore/designers/images/DesignerGate-madeby_1.jpg,http://modavanti.com/,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",Not what you expected? That’s okay! Exchanges and returns accepted within <strong>30 days</strong> of shipping. Click here to read the fine print of our return policy.,,modacore/designers/images/DesignerGate-madeby.jpg,False,None,None,made-by,1
104,Susan Woo,"<p>Susan Woo’s unique detailing emanates from her experience in the luxury sector with companies Louis Vuitton and Chanel. She is the winner of the prestigious 2013 Ecco Domani award for emerging talent in sustainable fashion. Blending rich design with luxurious eco-friendly fabrics Susan Woo doesn’t stop there – her collection is also produced locally in New York City!</p>
 ",Eco-conscious clothing made in NYC,False,,modacore/designers/images/DesignerGate-susanwoo.jpg,http://modavanti.com/,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",Not what you expected? That’s okay! Exchanges and returns accepted within <strong>30 days</strong> of shipping. Click here to read the fine print of our return policy.,,,True,None,None,susan-woo,1
105,Anna Sammarone,"<p>Anna Sammarone’s exclusively hand sewn garments are made in Italy with only the finest Italian textiles. Her distinctive tailoring is sophisticated, timeless, and simple -- easy to wear luxury. Anna’s Italian charm manifests itself in her whimsical detailing and attention to detail. Should you indulge in one piece, you will find yourself wanting more!</p>
",Handmade fashion from Italy,False,,modacore/designers/images/DesignerGate-AnnaSammaronejpg.jpg,http://modavanti.com/,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",Not what you expected? That’s okay! Exchanges and returns accepted within <strong>30 days</strong> of shipping. Click here to read the fine print of our return policy.,,,False,None,None,anna-sammarone,1
106,Preloved,"<p>The Canadian label Preloved is a real star in the sustainable fashion movement. Designer and founder, Julia Grieve, started the brand in 1995 and has transformed millions of discarded garments and reclaimed fabrics headed for landfills into a line of one of a kind garments that will appeal to even the most fashion forward among us. As Julia says of her company ""Our passion is design and our philosophy is sustainability."" This may mean deconstructing three vintage cashmere sweaters and rebuilding them.</p>
",One of a kind clothing from recycled vintage fabrics,False,,modacore/designers/images/DesignerGate-preloved.jpg,http://modavanti.com/,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",Not what you expected? That’s okay! Exchanges and returns accepted within <strong>30 days</strong> of shipping. Click here to read the fine print of our return policy.,,,False,None,None,preloved,1
107,Aje,"<p>Aje’s collection has a careless and rugged, yet simultaneously sophisticated and timeless nature to it. Inspired by the Australian coastal environments where designers Adrian Norris and Edwina Robinson grew up, the duo has been able to capture a raw power to its collection that has had the effect of drawing a celebrity following. Adrian and Edwina’s passion for the luxurious is captured in the juxtaposition of materials, and in the hand-loomed, hand-embellished and natural organic fibers they use.</p>","Innately cool, chic, affordable and ultimately luxurious.",False,,modacore/designers/images/DesignerGate-AJE_1.jpg,http://modavanti.com/,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",Not what you expected? That’s okay! Exchanges and returns accepted within <strong>30 days</strong> of shipping. Click here to read the fine print of our return policy.,,,True,None,None,aje,1
108,Tuline,"<p>Tuline has the passion for reviving ancient Tunisan artisanship into present day fashion pieces. Fabrics rich in antique detailing such as embroidered gold and silver threads, and sequins and gold plated elements are up-cycled into unique one-of-a-kind pieces that each convey their own history. Tuline brings the ancient into the modern world by up-cycling ancient elements into contemporary pieces. </p>
",Women's apparel and accessories combining beach and city style,False,,modacore/designers/images/DesignerGate-tuline.jpg,http://modavanti.com/,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",Not what you expected? That’s okay! Exchanges and returns accepted within <strong>30 days</strong> of shipping. Click here to read the fine print of our return policy.,,,True,None,None,tuline,1
109,D-Due,"There is a poetic air about the D-Due brand -- from its workshop in a small coastal town of Galicia, Spain, to its handful of tailors, pattern-makers and artisans committed to creating a collection reflective of their values, D- Due’s collection reveals refined work but in the context of the natural beauty and artistry they believe in. Designers Rosario Frojan and Alfredo Olmedo are passionate about their product using only natural fibers such as wool, linen, and cotton. Their overcoats, jackets and sweatshirts are made of boiled wool, and undergo a special ageing process that gives them their D-Due signature look. Every garment is finished by hand and produced locally in their workshop or by local craftsman, and artists literally brush paint, spray paint and silkscreen on each individual piece. Truly unique, D-Due reflects the love of tailoring and nature. 

Made by hand in Spain
","Global perspective, artisanal production",False,,modacore/designers/images/DesignerGate-DDue.jpg,http://modavanti.com/,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",Not what you expected? That’s okay! Exchanges and returns accepted within <strong>30 days</strong> of shipping. Click here to read the fine print of our return policy.,,,False,2014-02-24 11:00:00+00:00,None,d-due,1
110,Goldsign,"Legendary designer denim guru, Adriano Goldschmied, created his Goldsign label as a vehicle for “elevating premium denim to new heights."" Following his success with Deisel and AG by Adriano Goldscmied, the designer continues to pursue ""unpredictable ideas"" and ""experimental concepts"" in the realm of luxury denim. For the customer seeking the ultimate in sophistication, confidence comes from the fact that Goldschmied himself oversees every aspect of design and development for the Goldsign line and watches like a hawk as his denim is masterfully manufactured in the heart of Los Angeles.

Made in Los Angeles.
","Innovative, unexpected denim by adriano goldschmied",False,,modacore/designers/images/DesignerGate-Goldsign.jpg,http://modavanti.com/,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",Not what you expected? That’s okay! Exchanges and returns accepted within <strong>30 days</strong> of shipping. Click here to read the fine print of our return policy.,,,True,2014-02-24 11:00:00+00:00,None,goldsign,1
111,Ecoalf,"Ecoalf is a new fashion and lifestyle brand that is revolutionary in its on-trend styling and innovation of recycled materials. Plastic bottles, torn fishing nets, and even coffee grounds miraculously transform into these lightweight outerwear pieces. 

Made Worldwide.
",Outerwear made from plastic water bottles,False,,modacore/designers/images/DesignerGate-EcoAlf.jpg,http://modavanti.com/,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",Not what you expected? That’s okay! Exchanges and returns accepted within <strong>30 days</strong> of shipping. Click here to read the fine print of our return policy.,,,False,2014-02-24 11:00:00+00:00,None,ecoalf,1
112,Drifter,"Mix classic design with soft lush fabrics and impeccable detailing, and the result is a chic comfortable look that can be worn at home or out and about. With particular focus on where and how it’s zippers, seams and trims are placed, Drifter creates pieces that have just the right amount of detail to make it edgy yet easy to wear. 

Made in Los Angeles.
",A fashion house for an active urban lifestyle ,False,,modacore/designers/images/DesignerGate-Drifter.jpg,http://modavanti.com/,,"<p><b>FREE Shipping on orders over $100 to the USA and Canada!</b></p>
<p>We offer fast and free shipping anywhere in the US and Canada for all orders over $100. Orders under $100 will accrue a $10 shipping charge.</p>

<p><b>Free Returns on ALL Orders:</b></p>
<p>Exchanges and returns accepted within <strong>30 days</strong> of shipping. Returns are FREE for members. Not a member? <a href=""/user/register"">Sign up now.</a> Add confidence to your purchase by reading our return policy <a href=""/customer-care/exchanges-and-returns"">here</a>.</p>

<p><b>Non US/Canada:</b></p>
<p>Are you outside the US or Canada? We'll be shipping overseas soon, but if there's something that you absolutely must have then please email us at service@modavanti.com and we will be able to ship to you!</p>",Not what you expected? That’s okay! Exchanges and returns accepted within <strong>30 days</strong> of shipping. Click here to read the fine print of our return policy.,,,False,2014-02-24 11:00:00+00:00,None,drifter,1
